9,28,19,19,6,19,4,3,5,13,8,21,20,6,11,19,9,18,15,1,26,10,16,11,23,15,12,13,4,4,26,13,10,27,14,14,29,2,6,13
11,4,23,28,13,15,9,8,14,5,0,7,23,7,21,14,23,27,22,3,12,19,25,26,12,5,15,19,17,7,4,7,24,4,23,21,16,20,15,6
22,19,17,24,15,11,23,15,3,19,22,24,10,13,28,11,28,2,9,4,29,7,28,27,25,2,3,0,28,29,4,28,12,10,8,20,20,5,18,3
13,24,11,7,23,13,22,27,21,0,24,9,16,14,3,0,15,11,18,7,6,22,2,7,5,8,3,18,7,4,19,0,24,11,26,12,14,20,12,14
4,3,26,14,21,25,12,0,3,11,23,6,2,1,19,5,24,0,9,5,23,26,27,14,13,18,14,19,18,7,24,17,11,16,13,19,0,24,24,15
14,24,3,16,14,15,28,20,20,17,14,26,11,17,27,26,22,25,5,22,25,4,13,23,18,14,27,5,26,21,13,6,1,11,2,8,25,0,29,0
25,20,15,3,4,24,25,0,20,10,10,1,5,22,13,1,26,26,22,14,22,28,29,15,16,3,26,10,29,4,29,3,24,17,2,25,19,0,3,28
22,9,6,14,0,25,0,3,2,22,6,10,16,28,0,22,18,10,1,10,26,23,22,13,12,1,15,26,23,13,11,25,7,22,26,27,18,5,18,3
22,0,20,26,12,8,15,24,11,25,8,6,8,6,26,6,14,4,29,15,28,25,4,15,24,4,20,12,6,21,24,18,19,25,2,3,26,1,14,13
9,9,8,4,3,5,13,16,19,9,0,28,22,4,2,29,4,12,19,21,8,3,7,12,9,15,1,18,9,1,8,7,8,4,5,4,29,12,14,0
19,27,25,15,24,14,15,24,23,6,27,14,14,15,28,21,7,24,12,24,24,13,29,1,0,8,25,10,12,24,3,7,11,7,6,22,26,28,14,24
13,22,0,8,24,22,9,8,6,14,8,28,26,15,17,29,7,25,29,17,4,16,21,25,20,18,28,17,12,19,4,5,1,12,15,25,14,4,14,5
19,21,2,23,27,14,10,29,2,16,22,7,3,23,8,27,2,8,21,19,4,27,17,5,20,12,28,29,23,11,13,29,17,16,19,13,17,21,23,6
19,9,3,17,23,1,24,2,11,19,28,4,21,3,20,7,14,16,21,15,24,23,18,25,9,26,21,20,16,6,21,8,0,26,17,20,17,1,10,4
8,8,16,7,14,11,7,4,0,25,19,18,19,2,21,14,11,5,22,8,3,8,11,16,27,1,16,23,24,2,16,12,15,9,20,11,2,3,29,0
25,13,9,22,19,17,7,8,9,27,23,9,22,19,2,3,21,17,13,5,7,24,18,7,15,28,10,15,28,29,5,13,12,6,23,25,5,23,2,5
0,27,29,11,3,24,7,13,22,10,3,27,0,8,13,9,18,5,2,19,26,27,24,0,26,20,8,22,25,16,15,9,27,12,23,12,6,27,24,0
17,9,12,16,29,24,13,21,5,27,14,15,21,14,6,26,27,8,18,8,24,16,6,21,17,9,6,28,27,20,7,24,25,4,28,5,6,27,25,22
13,8,19,6,15,8,26,2,29,14,21,7,5,24,15,16,14,6,18,14,19,10,2,18,15,0,1,24,6,10,19,22,28,17,0,5,9,14,5,6
20,4,14,25,29,12,17,28,23,17,18,19,24,20,19,20,11,19,8,20,11,15,12,0,24,29,6,7,4,25,16,28,1,20,1,12,18,17,26,28
