name	weight
porst	8
va	12
vb	3
vbg	4
vc	12
l17	12
l18	19
l19	9
l20	12
amp/vg	10
amp/vq	2
amp/vx	18
VNW	3
VDDPST	8
POC	5
VDDCE	17
VDDPE	8
VPW	18
VSSPST	12
VSSE	8
BGR_Core/vbneg	8
BGR_Core/l6	10
BGR_Core/l7	11
BGR_Core/l8	11
BGR_Core/l10	3
BGR_Core/l11	13
BGR_Core/l1	10
BGR_Core/l2	17
BGR_Core/l4	13
BGR_Core/l5	18
BGR_Core/l12	12
BGR_Core/R6/l	11
BGR_Core/R7/l	19
BGR_Core/R8/l	4
BGR_Core/R10/l	2
BGR_Core/R11/l	16
BGR_Core/R3/l	17
BGR_Core/R1/l	16
BGR_Core/R2/l	3
BGR_Core/R4/l	15
BGR_Core/R5/l	17
BGR_Core/R12/l	16
R17/l	16
R18/l	12
R19/l	4
R20/l	4
VDD	9
VSS	11
