16,12,7,9,23,25,15,29,15,16,11,2,7,16,23,3,12,19,24,11,9,24,1,16,11,25,20,28,6,27,7,15,25,20,26,10,3,15,19,12
15,12,8,27,7,2,10,13,3,17,3,19,7,22,8,7,6,4,29,26,4,23,29,2,3,8,15,11,6,1,29,20,15,17,6,7,17,28,21,13
24,4,1,16,18,7,26,26,16,7,26,29,17,1,14,0,3,16,17,21,27,10,0,11,4,9,6,25,10,5,8,2,7,1,7,0,20,4,12,8
3,20,28,1,6,15,24,0,22,21,12,21,6,18,25,22,7,26,7,7,27,27,3,13,2,8,4,25,21,27,23,11,15,24,0,17,23,9,13,2
5,4,28,9,23,29,5,0,7,27,26,3,28,25,26,15,20,16,22,0,21,7,23,4,10,28,22,19,18,3,15,25,10,26,0,5,11,12,11,14
11,29,14,15,22,16,22,11,12,21,3,3,17,10,21,11,25,7,21,10,5,0,5,0,14,21,27,12,29,29,29,9,10,6,20,1,13,14,14,29
9,4,22,16,16,15,5,27,1,20,4,14,16,26,3,25,2,23,27,10,3,22,26,22,9,5,2,2,23,12,22,24,3,23,5,6,16,21,29,2
14,5,23,15,14,18,8,21,4,16,15,12,3,2,29,2,14,6,20,21,28,5,5,3,0,5,18,23,3,27,0,24,24,21,2,18,12,15,0,29
4,27,20,14,18,16,1,12,10,0,8,29,20,11,2,29,4,9,4,8,11,18,17,27,23,22,2,3,28,9,26,23,17,25,5,22,15,9,28,0
27,2,23,9,8,13,6,21,22,4,17,2,6,19,8,1,4,12,29,14,26,7,27,26,12,7,11,28,23,22,5,15,4,4,16,13,21,5,18,2
7,23,12,22,24,28,2,16,25,27,6,1,5,25,17,2,14,25,25,29,27,23,3,16,23,15,2,5,19,26,5,0,1,14,19,19,6,6,28,4
8,7,10,22,0,16,16,14,9,9,11,20,1,21,28,19,20,3,28,29,16,2,19,27,18,7,21,14,20,26,14,19,11,24,15,25,1,10,11,0
16,14,1,6,29,13,20,18,15,13,17,0,24,3,20,4,4,4,13,8,27,0,2,20,27,19,13,27,14,28,13,27,0,28,3,4,19,23,1,2
15,6,28,15,3,26,26,3,20,14,25,8,22,24,28,9,6,5,7,6,8,2,0,7,0,20,4,13,3,9,9,15,4,4,0,14,28,22,5,15
14,22,16,9,22,9,0,10,10,13,16,13,6,10,21,26,19,6,25,21,14,16,6,1,4,8,6,11,28,20,18,20,14,22,23,14,23,6,20,25
5,13,14,21,24,26,23,28,22,9,1,25,21,28,24,1,27,20,3,9,2,1,1,23,27,21,24,19,20,11,17,12,13,5,28,10,18,0,5,4
2,6,27,3,8,4,20,26,24,20,26,29,29,5,26,1,4,15,10,27,20,3,18,23,26,15,15,2,11,11,25,4,14,14,10,7,11,26,18,20
8,13,0,6,27,19,15,11,8,2,12,18,16,16,20,28,12,10,3,12,29,7,11,21,17,12,20,15,1,13,13,5,24,23,7,3,4,20,17,16
0,0,23,5,29,19,1,16,11,16,14,4,4,10,14,12,2,26,28,15,27,15,9,18,3,0,2,15,27,22,4,21,13,29,24,11,0,27,22,16
0,5,11,22,4,1,9,21,7,27,15,25,19,21,27,9,7,2,8,17,4,17,10,5,3,8,10,7,23,15,18,12,16,0,29,17,29,24,0,23
